line,category,post_id,text
557,post_header,raw-L00557,456 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:35
558,body,raw-L00557,ロトさんが勝つに決まってるべ？
559,blank,,
560,post_header,raw-L00560,459 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:36
561,anchor,raw-L00560,>>455
562,body,raw-L00560,じゃあおまえは不良に勝てるのかよ
563,blank,,
564,post_header,raw-L00564,464 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:36
565,anchor,raw-L00564,>>455
566,body,raw-L00564,おまえなんかロトさんのギガトンパンチで即死に殺されるべ？
567,blank,,
568,post_header,raw-L00568,466 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:37
569,anchor,raw-L00568,>>463
570,body,raw-L00568,頭悪ぃなおまえは
571,blank,,
572,post_header,raw-L00572,473 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:39
573,body,raw-L00572,おまえらロトさん馬鹿にしてると死ぬぞ
574,body,raw-L00572,ロトさんは喧嘩が最強に強いからよ
575,blank,,
576,post_header,raw-L00576,481 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:40
577,anchor,raw-L00576,>>473
578,body,raw-L00576,てめぇらロトさん馬鹿にしてっと死ぬべ？
579,body,raw-L00576,ロトさん喧嘩最強に強ぇからよ
580,blank,,
581,post_header,raw-L00581,483 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:41
582,anchor,raw-L00581,>>478
583,body,raw-L00581,適当言ってんじゃねーっよ
584,body,raw-L00581,殺すぞ
585,blank,,
586,post_header,raw-L00586,485 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:42
587,body,raw-L00586,ロトさん叩いてる奴は自作自演だろ
588,body,raw-L00586,ばれてるんだよ馬鹿
589,blank,,
590,post_header,raw-L00590,491 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:43
591,anchor,raw-L00590,>>487
592,body,raw-L00590,嘘に決まってるべ
593,body,raw-L00590,頭悪ぃな
594,blank,,
595,post_header,raw-L00595,498 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:45
596,body,raw-L00595,おまえらロトさんの怖さ知らないから調子こいてるけど
597,body,raw-L00595,喧嘩が強いから会ったらびびるに決まってる
598,body,raw-L00595,ロトさんのギガトンパンチは強くて強力なパワーだ
599,blank,,
600,post_header,raw-L00600,502 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:46
601,body,raw-L00600,おまえら何言ってるかわけわからないんだよ
602,body,raw-L00600,適当ばっか言ってるけどなめるな
603,blank,,
604,post_header,raw-L00604,518 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:48
605,body,raw-L00604,ロトさんがいくなった途端に悪口言ってるな
606,blank,,
607,post_header,raw-L00607,524 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:49
608,anchor,raw-L00607,>>518
609,body,raw-L00607,ロトさんが怖いんだべ？
610,body,raw-L00607,情けないやつらだよな
611,blank,,
612,post_header,raw-L00612,531 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:50
613,body,raw-L00612,ネラーどもが束になってもロトさんには指一本ダメージの傷はつけられないべ
614,blank,,
615,post_header,raw-L00615,533 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:51
616,anchor,raw-L00615,>>531
617,body,raw-L00615,ネラーどもは弱いからな
618,body,raw-L00615,ロトさんは強すぎるけどよ
619,blank,,
620,post_header,raw-L00620,538 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:52
621,anchor,raw-L00620,>>537
622,body,raw-L00620,おまえよりは賢い
623,blank,,
624,post_header,raw-L00624,552 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:54
625,body,raw-L00624,ロトさんにびびったか
626,blank,,
627,post_header,raw-L00627,556 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:54
628,body,raw-L00627,おまえらひきこもりが北海道最強の不良に勝てると思ってるのかよ
629,blank,,
630,post_header,raw-L00630,560 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 17:55
631,body,raw-L00630,ロトさんの戦いを見たことがあるけど街が吹き飛びそうな勢いだったぞ
632,blank,,
633,post_header,raw-L00633,602 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:00
634,anchor,raw-L00633,>>594
635,body,raw-L00633,何言ってんだべ？
636,body,raw-L00633,殺すよ？
637,blank,,
638,post_header,raw-L00638,621 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:02
639,body,raw-L00638,ロト
640,body,raw-L00638,格闘 250
641,body,raw-L00638,射撃 200
642,body,raw-L00638,命中 150
643,body,raw-L00638,回避 150
644,body,raw-L00638,技量 140
645,body,raw-L00638,ＳＰ 150
646,body,raw-L00638,奇襲 鼓舞 見切り 覚醒 魂 奇跡
647,blank,,
648,body,raw-L00638,ニュータイプ
649,body,raw-L00638,２回行動
650,body,raw-L00638,集中力
651,body,raw-L00638,起死回生
652,blank,,
653,body,raw-L00638,これがロトさんの実力だべ？
654,blank,,
655,post_header,raw-L00655,627 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:03
656,anchor,raw-L00655,>>621
657,body,raw-L00655,さすがロトさん、強すぎだよな
658,blank,,
659,post_header,raw-L00659,637 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:04
660,body,raw-L00659,ロトさんがスパロボ出たら最強に強すぎるべ？
661,blank,,
662,post_header,raw-L00662,646 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:05
663,body,raw-L00662,ロトさんは乗ってるのがゼータツーだべ？
664,blank,,
665,post_header,raw-L00665,712 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:14
666,body,raw-L00665,ロトさん強すぎだよな
667,body,raw-L00665,これでゼータツー乗ったら最強だべ？
668,blank,,
669,post_header,raw-L00669,720 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:15
670,body,raw-L00669,ロトさんの声はやっぱ相当かっこいい声優じゃないと似合わないべ？
671,blank,,
672,post_header,raw-L00672,752 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:20
673,body,raw-L00672,ロト専用ゼータ２
674,blank,,
675,body,raw-L00672,ＨＰ ９００００
676,body,raw-L00672,ＥＮ １０００
677,body,raw-L00672,運動性 ３００
678,body,raw-L00672,装甲 ３５００
679,body,raw-L00672,限界 ９９９
680,body,raw-L00672,移動力 ２０
681,blank,,
682,body,raw-L00672,バルカン １～３ ３０００
683,body,raw-L00672,メガビームライフル ２～１０ ４０００
684,body,raw-L00672,スーパーソードｐ １～２ ５０００
685,body,raw-L00672,ロトの剣ｐ １～３ ６０００
686,body,raw-L00672,ギガトンパンチｐ １～６ ８０００
687,body,raw-L00672,メガトンパンチｐ １～１０ １００００
688,blank,,
689,post_header,raw-L00689,759 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:21
690,anchor,raw-L00689,>>752
691,body,raw-L00689,ロトさんやっぱり強すぎるよな
692,blank,,
693,post_header,raw-L00693,816 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:30
694,body,raw-L00693,ロト専用ゼータ２（強化型）
695,blank,,
696,body,raw-L00693,ＨＰ １６００００
697,body,raw-L00693,ＥＮ ２５００
698,body,raw-L00693,運動性 ６００
699,body,raw-L00693,装甲 ９０００
700,body,raw-L00693,限界 ５０００
701,body,raw-L00693,移動力 ５０
702,blank,,
703,body,raw-L00693,バルカン １～３ ３０００
704,body,raw-L00693,メガビームライフル ２～１０ ４０００
705,body,raw-L00693,スーパーソードｐ １～２ ５０００
706,body,raw-L00693,ロトの剣ｐ １～３ ６０００
707,body,raw-L00693,ギガデインmap １～１２ ７５００
708,body,raw-L00693,ギガスラッシュｐ １～３ ９０００
709,body,raw-L00693,超ギガトンパンチｐ １～６ １２０００
710,body,raw-L00693,超メガトンパンチｐ １～１０ １５０００
711,body,raw-L00693,真ギガスラッシュｐ １～１５ ２００００
712,blank,,
713,post_header,raw-L00713,824 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:32
714,anchor,raw-L00713,>>822
715,body,raw-L00713,ゼータツーが最強だべ？
716,blank,,
717,post_header,raw-L00717,830 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/13(月) 18:33
718,anchor,raw-L00717,>>823
719,body,raw-L00717,ロトさんは強いから最強に決まってるだろ
720,blank,,
721,blank,, 
722,blank,,
723,blank,, 
724,blank,,
725,section_title,,【ｲｹｲｹﾎﾞｸﾗﾉ】スパロボインパクト148【ﾄﾘﾌﾟﾙｼﾞﾑ】
726,blank,,
727,blank,, 
728,blank,,
729,blank,, 
730,blank,,
731,post_header,raw-L00731,328 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 22:56
732,body,raw-L00731,なんだおまえら？まだいたのか？あいかわらず暇なんだな
733,blank,,
734,post_header,raw-L00734,333 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 22:57
735,body,raw-L00734,俺は今タイマン終えて帰って来たところだ
736,body,raw-L00734,３０人相手はきつかったべ
737,blank,,
738,post_header,raw-L00738,358 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:00
739,body,raw-L00738,おまえらタイマンの本当の意味知らねえべ？
740,blank,,
741,post_header,raw-L00741,373 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:02
742,body,raw-L00741,まず俺のスーパーソードでよ、振り回して回転ソード斬りが敵に１０人一気に倒した
743,blank,,
744,post_header,raw-L00744,376 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:02
745,body,raw-L00744,それで俺の気力は１５０だべ？
746,blank,,
747,post_header,raw-L00747,383 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:03
748,body,raw-L00747,その後ギガトンパンチを使った
749,body,raw-L00747,これで６人倒せた
750,blank,,
751,post_header,raw-L00751,387 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:04
752,body,raw-L00751,残った敵はもうびびってタイマンどころじゃなかったみたいだったべ？
753,blank,,
754,post_header,raw-L00754,397 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:06
755,body,raw-L00754,さらに８人ギガスラッシュで命中されて瞬殺で倒した
756,body,raw-L00754,残りはあと５人だべ？
757,blank,,
758,post_header,raw-L00758,426 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:10
759,body,raw-L00758,俺の今日のタイマンの活躍はこんなところだべ？
760,blank,,
761,post_header,raw-L00761,432 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:11
762,body,raw-L00761,何か質問あるかよ？
763,body,raw-L00761,なんでも聞いて答えてもいいべ？
764,blank,,
765,post_header,raw-L00765,440 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:12
766,anchor,raw-L00765,>>438
767,body,raw-L00765,偽者うっぜーっよ死にやがれ
768,blank,,
769,post_header,raw-L00769,450 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:13
770,anchor,raw-L00769,>>444
771,body,raw-L00769,どれもちがうな
772,body,raw-L00769,俺は不良だからよ
773,blank,,
774,post_header,raw-L00774,451 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:13
775,anchor,raw-L00774,>>444
776,body,raw-L00774,どれもちがうな
777,body,raw-L00774,俺は不良だからよ
778,blank,,
779,post_header,raw-L00779,463 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:14
780,body,raw-L00779,ニュータイプＬ９
781,body,raw-L00779,２回行動
782,body,raw-L00779,起死回生
783,body,raw-L00779,集中力
784,blank,,
785,body,raw-L00779,俺の特殊技能は強いべ？超強気だしよ
786,blank,,
787,post_header,raw-L00787,471 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:15
788,body,raw-L00787,俺はレベル１で奇跡覚える
789,blank,,
790,post_header,raw-L00790,482 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:18
791,body,raw-L00790,奇跡 奇襲 魂 見切り 誘爆 覚醒
792,body,raw-L00790,強すぎだべ？
793,blank,,
794,post_header,raw-L00794,490 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:18
795,body,raw-L00794,俺の声は超カッコイイ声優が似合うしよ
796,blank,,
797,post_header,raw-L00797,496 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:20
798,body,raw-L00797,俺のＳＰは９９９だべ？
799,blank,,
800,post_header,raw-L00800,511 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:21
801,body,raw-L00800,ギガトンパンチｐ １～５ ８０００ ＥＮ５０ 気力１２０
802,blank,,
803,post_header,raw-L00803,516 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:22
804,body,raw-L00803,メガトンパンチｐ １～６ ９５００ ＥＮ８０ 気力１４０
805,blank,,
806,post_header,raw-L00806,519 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:23
807,body,raw-L00806,ギガスラッシュｐ １～３ １２０００ ＥＮ１００ 気力１５０
808,blank,,
809,post_header,raw-L00809,525 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:24
810,body,raw-L00809,俺がゼータ２に乗れば最強だべ？
811,blank,,
812,post_header,raw-L00812,529 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:25
813,body,raw-L00812,ロトの剣ｐ １～３ ４０００
814,blank,,
815,body,raw-L00812,ロトの剣で勝負だべ？
816,blank,,
817,post_header,raw-L00817,534 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:26
818,body,raw-L00817,いい事教えてやるギガトンパンチって雷のパワーの技だぞ
819,blank,,
820,post_header,raw-L00820,538 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:27
821,body,raw-L00820,ギガデインも雷だべ？だからギガトンパンチも雷
822,body,raw-L00820,おまえら勉強になったべ？
823,blank,,
824,post_header,raw-L00824,545 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:28
825,anchor,raw-L00824,>>535
826,body,raw-L00824,おまえゼータ２知らないのかよ
827,body,raw-L00824,やり込んでないな？
828,blank,,
829,post_header,raw-L00829,552 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:29
830,body,raw-L00829,ゼータ２も取ってない素人がいるのかよ
831,body,raw-L00829,だせえな
832,blank,,
833,post_header,raw-L00833,556 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:29
834,body,raw-L00833,最強のゼータ２を知らない馬鹿は一生ゼータガンダム乗ってろ
835,blank,,
836,post_header,raw-L00836,564 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:30
837,anchor,raw-L00836,>>558
838,body,raw-L00836,激しく同意
839,body,raw-L00836,馬鹿だよな５５５は
840,blank,,
841,post_header,raw-L00841,575 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:32
842,anchor,raw-L00841,>>569
843,body,raw-L00841,どっちも弱いべ？
844,body,raw-L00841,ガンダム軍団はアムロ以外は雑魚
845,blank,,
846,post_header,raw-L00846,585 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:33
847,anchor,raw-L00846,>>571
848,body,raw-L00846,ゼータ２取ってないなら正直に言えよ
849,body,raw-L00846,取り方教えるべ？
850,blank,,
851,post_header,raw-L00851,594 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:35
852,anchor,raw-L00851,>>589
853,body,raw-L00851,ちっげーっよ馬鹿
854,body,raw-L00851,攻略本にもゼータ２載ってるべ？
855,body,raw-L00851,２部で取れる
856,blank,,
857,post_header,raw-L00857,609 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:37
858,body,raw-L00857,ゼータ２はゼータガンダムにそっくりなやつで変形して突っ込む技がなくなってるやつだべ？
859,blank,,
860,post_header,raw-L00860,611 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:38
861,body,raw-L00860,メガビームライフルが強力で強いべ？
862,blank,,
863,post_header,raw-L00863,622 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/13(月) 23:39
864,body,raw-L00863,マガビームライフルは最強に強くて１５発も撃てるしよ
